113134, ARNICA , ARNICA, NOT FOUND, CR ARNICA 60 G x 1, A0N
59793, ATENOLOL MG , ATENOLOL, ATENOLOL, CPR 100 MG x 28, M_S

43862, ASALIT , ASALIT, NOT FOUND, SUP. 250 MG x 10, M_S

61107, ACICLOVIR MG , ACICLOVIR, ACICLOVIR, CPR 400 MG x 30, M_S

77454, AZITROMICINA MG , AZITROMICINA, AZITROMICINA, CPR REVEST 500 MG x 5, M_S

57405, ATENOLOL MG , ATENOLOL, ATENOLOL, CPR 100 MG x 30, M_S

77453, AZITROMICINA MG , AZITROMICINA, AZITROMICINA, CPR REVEST 500 MG x 3, M_S

43861, ASALIT , ASALIT, NOT FOUND, ENEMA 3 G 100 ML x 1, M_S

59135, ACICLOVIR MG , ACICLOVIR, ACICLOVIR, CPR 200 MG x 25, M_S

77452, AZITROMICINA MG , AZITROMICINA, AZITROMICINA, CPR REVEST 500 MG x 2, M_S

63854, ALGINAC , ALGINAC, NOT FOUND, CPR REVEST x 14, M_S

60004, ALGINAC , ALGINAC, NOT FOUND, CPR REVEST x 30, M_S

57404, ATENOLOL MG , ATENOLOL, ATENOLOL, CPR 50 MG x 30, M_S

76632, ALUMIMAX , ALUMIMAX, NOT FOUND, SUSP 61.5 MG 150 ML x 1 (/ML), NAU

129100, ALCACHOFRA , ALCACHOFRA, NOT FOUND, CPS 300 MG x 30, NAU

134995, ARPYNFLAN , ARPYNFLAN, NOT FOUND, CPR REV 450 MG x 30, NAU

87807, AFTLIV , AFTLIV, NOT FOUND, SPRAY 100 MG 25 ML x 1 (/ML), NAU

80465, ARLIVRY , ARLIVRY, NOT FOUND, XAR MEL 7 MG 100 ML x 1 (/ML), NAU

80464, ARLIVRY , ARLIVRY, NOT FOUND, XAR CEREJA 7 MG 100 ML x 1 (/ML), NAU

76096, ALUMIMAX , ALUMIMAX, NOT FOUND, SUSP TRAD 61.5 MG 100 ML x 1 (/ML), NAU

95765, AMOXICILINA MG , AMOXICILINA, AMOXICILINA, CAPS 500 MG x 15, NQA

96961, ACECLOFENACO MG , ACECLOFENACO, ACECLOFENACO, CPR REVEST 100 MG x 24, NQA

89224, ATORVASTATINA MG , ATORVASTATINA, ATORVASTATINA, CPR REV . 10 MG x 30, NQA

83740, ALPRAZOLAM MG , ALPRAZOLAM, ALPRAZOLAM, CPR 0.50 MG x 30, NQA

146653, ALERADINA , ALERADINA, NOT FOUND, XPE 0.50 MG 60 ML x 1 (/ML), NQA

69897, ALBENDAZOL MG , ALBENDAZOL, ALBENDAZOL, SUSP 40 MG 10 ML x 1 (/ML), NQA

76388, ALPRAZOLAM MG , ALPRAZOLAM, ALPRAZOLAM, CPR 0.50 MG x 20, NQA

71076, ACEBROFILINA MG , ACEBROFILINA, ACEBROFILINA, XAR. AD 50 MG 120 ML x 1 (/5ML), NQA

76390, ALPRAZOLAM MG , ALPRAZOLAM, ALPRAZOLAM, CPR 2 MG x 30, NQA

158197, ARACOR HCT , ARACOR HCT, NOT FOUND, CPR REVEST 12.5 MG x 30 (/320), NQA

72103, ATENOLOL MG , ATENOLOL, ATENOLOL, CPR 25 MG x 30, NQA

66256, AXETIL CEFUROXI.MG , AXETIL CEFUROXI, NOT FOUND, PO P/SUSP 250 MG 50 ML x 1 (/5M, NQA

72105, ATENOLOL MG , ATENOLOL, ATENOLOL, CPR 100 MG x 30, NQA

65968, AMOXICILINA MG , AMOXICILINA, AMOXICILINA, PO P/SUSP 250 MG 150 ML x 1 (/5ML), NQA

159378, ARACOR-A , ARACOR A, NOT FOUND, CPR REVEST 320 MG x 60 (/10), NQA

63113, ACICLOVIR MG , ACICLOVIR, ACICLOVIR, CPR 200 MG x 25, NQA

89205, ATORVASTATINA MG , ATORVASTATINA, ATORVASTATINA, CPR REV . 20 MG x 60, NQA

69896, ACICLOVIR MG , ACICLOVIR, ACICLOVIR, CREME 50 MG 10 G x 1 (/G), NQA

62518, AMOXICILINA MG , AMOXICILINA, AMOXICILINA, CAPS 500 MG x 21, NQA

63112, ACICLOVIR MG , ACICLOVIR, ACICLOVIR, CPR 200 MG x 10, NQA

96958, ACECLOFENACO MG , ACECLOFENACO, ACECLOFENACO, CPR REVEST 100 MG x 12, NQA

72104, ATENOLOL MG , ATENOLOL, ATENOLOL, CPR 50 MG x 30, NQA

76387, ALPRAZOLAM MG , ALPRAZOLAM, ALPRAZOLAM, CPR 0.25 MG x 20, NQA

89227, ATORVASTATINA MG , ATORVASTATINA, ATORVASTATINA, CPR REV . 40 MG x 30, NQA

63830, AMOXI+CLAVU.POT.MG , AMOXI CLAVU POT, NOT FOUND, CPR REVEST 500 MG x 6 (/125), NQA

78189, AC FUSI+VAL BET MG , AC FUSI VAL BET, NOT FOUND, CREME DERM 15 G x 1, NQA

66253, AMOXICILINA MG , AMOXICILINA, AMOXICILINA, CAPS 500 MG x 30, NQA

80421, ALERADINA , ALERADINA, NOT FOUND, CPR REVEST 5 MG x 10, NQA

86920, ATORVASTATINA MG , ATORVASTATINA, ATORVASTATINA, CPR REV . 10 MG x 60, NQA

144159, ALERADINA , ALERADINA, NOT FOUND, CPR REVEST 5 MG x 30, NQA

94223, ARACOR HCT , ARACOR HCT, NOT FOUND, CPR REVEST 160 MG x 30 (/25), NQA

155044, ALERADINA , ALERADINA, NOT FOUND, XPE 0.50 MG 100 ML x 1 (/ML), NQA

70215, AXETIL CEFUROXI.MG , AXETIL CEFUROXI, NOT FOUND, CPR REVEST 250 MG x 10, NQA

63116, AZITROMICINA MG , AZITROMICINA, AZITROMICINA, CPR REVEST 500 MG x 2, NQA

76389, ALPRAZOLAM MG , ALPRAZOLAM, ALPRAZOLAM, CPR 1 MG x 20, NQA

94216, ARACOR HCT , ARACOR HCT, NOT FOUND, CPR REVEST 80 MG x 30 (/12.), NQA

94264, ARACOR HCT , ARACOR HCT, NOT FOUND, CPR REVEST 320 MG x 30 (/25), NQA

86921, ATORVASTATINA MG , ATORVASTATINA, ATORVASTATINA, CPR REV . 20 MG x 30, NQA

70216, AXETIL CEFUROXI.MG , AXETIL CEFUROXI, NOT FOUND, CPR REVEST 500 MG x 10, NQA

133361, AMOXICILINA MG , AMOXICILINA, AMOXICILINA, CPR REVEST 875 MG x 14, NQA

63117, AZITROMICINA MG , AZITROMICINA, AZITROMICINA, CPR REVEST 500 MG x 3, NQA

86919, ALENDRONATO SOD.MG , ALENDRONATO SOD, ALENDRONATO SODIO TRI-HIDRATADO, CPR 70 MG x 10, NQA

63831, AMOXI+CLAVU.POT.MG , AMOXI CLAVU POT, NOT FOUND, CPR REVEST 500 MG x 18 (/125), NQA

63114, AMOXI+CLAVU.POT.MG , AMOXI CLAVU POT, NOT FOUND, PO P/SUSP 250 MG 75 ML x 1 (/5M, NQA

94222, ARACOR HCT , ARACOR HCT, NOT FOUND, CPR REVEST 160 MG x 30 (/12.), NQA

83741, ALPRAZOLAM MG , ALPRAZOLAM, ALPRAZOLAM, CPR 1 MG x 30, NQA

63115, AMOXI+CLAVU.POT.MG , AMOXI CLAVU POT, NOT FOUND, PO P/SUSP 125 MG 75 ML x 1 (/5M, NQA

152692, ARACOR-A , ARACOR A, NOT FOUND, CPR REVEST 80 MG x 30 (/5), NQA

158196, ARACOR-A , ARACOR A, NOT FOUND, CPR REVEST 320 MG x 60 (/5), NQA

71491, ACEBROFILINA MG , ACEBROFILINA, ACEBROFILINA, XAR. INF 25 MG 120 ML x 1 (/5ML), NQA

146709, ARACOR-A , ARACOR A, NOT FOUND, CPR REVEST 160 MG x 30 (/5MG), NQA

58479, AMPLATIL , AMPLATIL, NOT FOUND, F.AMP PO 1 G x 50, NVA

73804, AZEUS , AZEUS, NOT FOUND, F.AMP 1 G x 1, NVA

58478, AMPLATIL , AMPLATIL, NOT FOUND, F.AMP PO 500 MG x 50, NVA

73045, AMPICILINA+SULB.MG , AMPICILINA SULB, NOT FOUND, F.AMP 1 G 3.20 ML x 20 (/0.5), NVA

73405, AMINOTRAT , AMINOTRAT, NOT FOUND, AMP. 24 MG 10 ML x 50 (/ML), NVA

47208, ANAFRANIL SR , ANAFRANIL SR, NOT FOUND, CPR 75 MG x 20, NVR

504, AMINOFILINA , AMINOFILINA, AMINOFILINA, A.IV 240 MG 10 ML x 100, NVR

95756, AFINITOR , AFINITOR, NOT FOUND, CPR 2.50 MG x 30, NVR

28084, ANAFRANIL , ANAFRANIL, NOT FOUND, DRAG 10 MG x 20, NVR

76544, AFINITOR , AFINITOR, NOT FOUND, CPR 5 MG x 30, NVR

76543, AFINITOR , AFINITOR, NOT FOUND, CPR 10 MG x 30, NVR

42242, APRESOLINA , APRESOLINA, NOT FOUND, DRAG 25 MG x 20, NVR

624, ANAFRANIL , ANAFRANIL, NOT FOUND, DRAG 25 MG x 20, NVR

507, AMINOFILINA , AMINOFILINA, AMINOFILINA, CPR 100 MG x 20, NVR

42243, APRESOLINA , APRESOLINA, NOT FOUND, DRAG 50 MG x 20, NVR

508, AMINOFILINA , AMINOFILINA, AMINOFILINA, CPR 200 MG x 20, NVR

509, AMINOFILINA , AMINOFILINA, AMINOFILINA, GOTAS 240 MG 10 ML x 1 (/ML), NVR

69170, ACLASTA , ACLASTA, NOT FOUND, INFUSAO I.V 5 MG 100 ML x 1, NVR

132, ADELFAN ESIDR. , ADELFAN ESIDR, NOT FOUND, CPR 10 MG x 20, NVR

76064, ACIDO FUSIDICO MG , ACIDO FUSIDICO, ACIDO FUSIDICO, CREME 20 MG 15 G x 1 (/G), N_Q

76366, ASSEPTCARE , ASSEPTCARE, NOT FOUND, SPRAY 10 MG 30 ML x 1 (/ML), N_Q

57224, ASMAPEN , ASMAPEN, NOT FOUND, A.IV 24 MG 10 ML x 50 (/ML), N_Q

155043, ASSEPTCARE , ASSEPTCARE, NOT FOUND, SOL TOP 10 MG 30 ML x 1, N_Q

135007, AC.CIPRO+ETINIL MG , AC CIPRO ETINIL, NOT FOUND, CPR REVEST 2 MG x 21 (/35), N_Q

63832, AMOXICILINA MG , AMOXICILINA, AMOXICILINA, PO P/SUSP 250 MG 150 ML x 1 (/5ML), N_Q

53441, AMILORID , AMILORID, NOT FOUND, CPR BLISTER 50 MG x 30 (/5MG), N_Q

104579, ALPRAZOLAM MG , ALPRAZOLAM, ALPRAZOLAM, CPR 1 MG x 30, N_Q

76328, ASSEPTCARE , ASSEPTCARE, NOT FOUND, SPRAY 10 MG 50 ML x 1 (/ML), N_Q

68819, ACETAMIL , ACETAMIL, NOT FOUND, CPR 750 MG x 100, N_Q

76394, ATENEUM , ATENEUM, NOT FOUND, CPR 50 MG x 30, N_Q

64077, AMOXICILINA MG , AMOXICILINA, AMOXICILINA, CAPS 500 MG x 21, N_Q

61978, AMPICILINA MG , AMPICILINA, AMPICILINA, PO P/SUSP 250 MG 150 ML x 1 (/5ML), N_Q

63756, ALBENDAZOL MG , ALBENDAZOL, ALBENDAZOL, CPR 400 MG x 1, N_Q

49817, ALBENZONIL , ALBENZONIL, NOT FOUND, CPR 200 MG x 2, N_Q

75545, ATENOLOL MG , ATENOLOL, ATENOLOL, CPR 100 MG x 30, N_Q

76395, ATENEUM , ATENEUM, NOT FOUND, CPR 100 MG x 30, N_Q

65519, ACICLOVIR MG , ACICLOVIR, ACICLOVIR, CPR 200 MG x 25, N_Q

74431, AZITROMICINA MG , AZITROMICINA, AZITROMICINA, SUSP C/DILU. 600 MG 15 ML x 1, N_Q

77643, AC TR+S.N+GR+NI.MG , AC TR S N GR NI, NOT FOUND, POM. 30 G x 1, N_Q

56348, ALBENDAZOL MG , ALBENDAZOL, ALBENDAZOL, SUSP 40 MG 10 ML x 1 (/ML), N_Q

104577, ALPRAZOLAM MG , ALPRAZOLAM, ALPRAZOLAM, CPR 0.50 MG x 30, N_Q

55506, ASMAPEN , ASMAPEN, NOT FOUND, CPR 200 MG x 20, N_Q

74533, AZITROMICINA MG , AZITROMICINA, AZITROMICINA, CPR REVEST 500 MG x 3, N_Q

74254, ANGIOLOT , ANGIOLOT, NOT FOUND, DRAG x 20, N_Q

76393, ATENEUM , ATENEUM, NOT FOUND, CPR 25 MG x 30, N_Q

84485, ASSEPTCARE , ASSEPTCARE, NOT FOUND, SPRAY 10 MG 100 ML x 1 (/ML), N_Q

49818, ALBENZONIL , ALBENZONIL, NOT FOUND, SUSP 4 % 10 ML x 1, N_Q

74534, AZITROMICINA MG , AZITROMICINA, AZITROMICINA, CPR REVEST 500 MG x 2, N_Q

73536, ALERGIDEX , ALERGIDEX, NOT FOUND, XAROPE 2 MG 120 ML x 1 (/5ML), N_Q

53448, ATENEO , ATENEO, NOT FOUND, CPR 50 MG x 28, N_Q

69804, ASSEPTIC , ASSEPTIC, NOT FOUND, SOLN TOP. 10 MG 30 ML x 1 (/ML), N_Q

61979, AMPICILINA MG , AMPICILINA, AMPICILINA, PO P/SUSP 250 MG 60 ML x 1 (/5ML), N_Q

74432, AZITROMICINA MG , AZITROMICINA, AZITROMICINA, SUSP C/DILU. 900 MG 22.5 ML x 1, N_Q

53312, ASMAPEN , ASMAPEN, NOT FOUND, CPR 100 MG x 20, N_Q

59543, ALBENZONIL , ALBENZONIL, NOT FOUND, CPR MASC 400 MG x 1, N_Q

68514, ACEBROFILINA MG , ACEBROFILINA, ACEBROFILINA, XAR. AD 10 MG 120 ML x 1 (/ML), N_Q

71762, ACETAMIL , ACETAMIL, NOT FOUND, GOTAS 200 MG 15 ML x 1 (/ML), N_Q

57577, ACICLOVIR MG , ACICLOVIR, ACICLOVIR, CREME 50 MG 10 G x 1 (/G), N_Q

104580, ALPRAZOLAM MG , ALPRAZOLAM, ALPRAZOLAM, CPR 2 MG x 30, N_Q

145085, ALENDRONATO SOD.MG , ALENDRONATO SOD, ALENDRONATO SODIO TRI-HIDRATADO, CPR 70 MG x 4, N_Q

55709, ATENEO , ATENEO, NOT FOUND, CPR 100 MG x 28, N_Q

75546, ATENOLOL MG , ATENOLOL, ATENOLOL, CPR 50 MG x 30, N_Q

52726, ATENORIC , ATENORIC, NOT FOUND, CPR x 28, N_Q

145089, AZITROMICINA MG , AZITROMICINA, AZITROMICINA, CPR REVEST 500 MG x 5, N_Q

145088, ALENDRUS , ALENDRUS, NOT FOUND, CPR 70 MG x 4, N_Q

68513, ACEBROFILINA MG , ACEBROFILINA, ACEBROFILINA, XAR. PED. 5 MG 120 ML x 1 (/ML), N_Q

73144, ACETAMIL , ACETAMIL, NOT FOUND, CPR 750 MG x 200, N_Q

104576, ALPRAZOLAM MG , ALPRAZOLAM, ALPRAZOLAM, CPR 0.25 MG x 30, N_Q

63915, AMOXICILINA MG , AMOXICILINA, AMOXICILINA, CAPS 500 MG x 15, N_Q

73404, AMINOFILINA MG , AMINOFILINA, AMINOFILINA, CPR 200 MG x 20, N_Q

61650, ASETISIN , ASETISIN, NOT FOUND, CPR 100 MG x 200 (INF), P7B

66295, ASETISIN , ASETISIN, NOT FOUND, CPR 500 MG x 500 (ADLT), P7B

76277, ANGILESS , ANGILESS, NOT FOUND, CPR 25 MG x 30, P7B

76592, ATENOLOL MG , ATENOLOL, ATENOLOL, CPR 50 MG x 30, P7B

67525, AZITROPHAR , AZITROPHAR, NOT FOUND, PO P/SUSP 600 MG 15 ML x 1, P7B

76590, ATENOLOL MG , ATENOLOL, ATENOLOL, CPR 100 MG x 30, P7B

76276, ANGILESS , ANGILESS, NOT FOUND, CPR 100 MG x 30, P7B

76591, ATENOLOL MG , ATENOLOL, ATENOLOL, CPR 25 MG x 30, P7B

112039, ARTRITEC , ARTRITEC, NOT FOUND, CPR 15 MG x 500, P7B

61648, ASETISIN , ASETISIN, NOT FOUND, CPR 500 MG x 100 (ADLT), P7B

62666, ARTRITEC , ARTRITEC, NOT FOUND, CPR 7.50 MG x 10, P7B

67527, AZITROPHAR , AZITROPHAR, NOT FOUND, CPR REVEST 500 MG x 3, P7B

67526, AZITROPHAR , AZITROPHAR, NOT FOUND, PO P/SUSP 900 MG 22.5 ML x 1, P7B

76278, ANGILESS , ANGILESS, NOT FOUND, CPR 50 MG x 30, P7B

62667, ARTRITEC , ARTRITEC, NOT FOUND, CPR 15 MG x 10, P7B

89252, AZITROPHAR , AZITROPHAR, NOT FOUND, CPR REVEST 500 MG x 500, P7B

66296, ASETISIN , ASETISIN, NOT FOUND, CPR 100 MG x 500 (INF), P7B

161622, AZITROPHAR , AZITROPHAR, NOT FOUND, PO P/SUSP 600 MG 15 ML x 50, P7B

55936, ALDACTONE , ALDACTONE, NOT FOUND, CPR 25 MG x 30, PFZ

29159, ADRIBLASTINA , ADRIBLASTINA, NOT FOUND, F.AMP 50 MG x 1, PFZ

28969, ALDACTONE , ALDACTONE, NOT FOUND, CPR 100 MG x 16, PFZ

721, ANFERTIL , ANFERTIL, NOT FOUND, CPR x 21, PFZ

113648, ANIDULAFUNGINA MG , ANIDULAFUNGINA, ANIDULAFUNGINA, S I PO LI IV 100 MG x 1, PFZ

55587, ALDACTONE , ALDACTONE, NOT FOUND, CPR 50 MG x 30, PFZ

868, ANUSOL HC , ANUSOL HC, NOT FOUND, POM. 15 G x 1, PFZ

159943, ARACYTIN , ARACYTIN, NOT FOUND, F.AMP 20 MG 5 ML x 5 (/ML), PFZ

903, ARACYTIN , ARACYTIN, NOT FOUND, F.AMP LIOF 100 MG 5 ML x 1, PFZ

55951, ARACYTIN CS , ARACYTIN CS, NOT FOUND, F.AMP 500 MG 25 ML x 1, PFZ

56663, ALDAZIDA , ALDAZIDA, NOT FOUND, CPR 50 MG x 30, PFZ

53571, ACCUPRIL , ACCUPRIL, NOT FOUND, CPR REVEST 10 MG x 28, PFZ

87155, ATORVASTATINA MG , ATORVASTATINA, ATORVASTATINA, CPR REVEST 20 MG x 30, PFZ

55950, ARACYTIN CS , ARACYTIN CS, NOT FOUND, F.AMP 100 MG 5 ML x 1, PFZ

53572, ACCUPRIL , ACCUPRIL, NOT FOUND, CPR REVEST 20 MG x 28, PFZ

56550, AROMASIN , AROMASIN, NOT FOUND, DRAG 25 MG x 30, PFZ

322, ALDACTONE , ALDACTONE, NOT FOUND, CPR 25 MG x 20, PFZ

55952, ARACYTIN CS , ARACYTIN CS, NOT FOUND, F.AMP 1000 MG 10 ML x 1, PFZ

28379, ADRIBLASTINA , ADRIBLASTINA, NOT FOUND, F.AMP 10 MG x 1, PFZ

87154, ATORVASTATINA MG , ATORVASTATINA, ATORVASTATINA, CPR REVEST 10 MG x 30, PFZ

94138, ATENOLOL MG , ATENOLOL, ATENOLOL, CPR 25 MG x 280, PZ8

62333, ALBENDAZOL MG , ALBENDAZOL, ALBENDAZOL, SUSP 40 MG 10 ML x 200 (/ML), PZ8

73866, ALOPURINOL MG , ALOPURINOL, ALOPURINOL, CPR 100 MG x 30, PZ8

73867, ALOPURINOL MG , ALOPURINOL, ALOPURINOL, CPR 300 MG x 30, PZ8

62330, ALBENDAZOL MG , ALBENDAZOL, ALBENDAZOL, CPR MASC 400 MG x 1, PZ8

74535, AZITROMICINA MG , AZITROMICINA, AZITROMICINA, CPR REVEST 500 MG x 3, PZ8

78229, ALBENDAZOL MG , ALBENDAZOL, ALBENDAZOL, CPR MASC 400 MG x 80, PZ8

72939, ATENOLOL MG , ATENOLOL, ATENOLOL, CPR 100 MG x 30, PZ8

76588, AMPICILINA MG , AMPICILINA, AMPICILINA, CAPS 500 MG x 12, PZ8

164468, AZITROMICINA MG , AZITROMICINA, AZITROMICINA, CPR REVEST 500 MG x 5, PZ8

137027, AMPICILINA MG , AMPICILINA, AMPICILINA, SUSP 50 MG 60 ML x 1 (/ML), PZ8

73868, ALOPURINOL MG , ALOPURINOL, ALOPURINOL, CPR 100 MG x 600, PZ8

74703, AZITROMICINA MG , AZITROMICINA, AZITROMICINA, CPR REVEST 1 G x 1, PZ8

103447, ALOPURINOL MG , ALOPURINOL, ALOPURINOL, CPR 100 MG x 80, PZ8

86491, ALOPURINOL MG , ALOPURINOL, ALOPURINOL, CPR 100 MG x 120, PZ8

66915, ACETON.TRIANCIN.MG , ACETON TRIANCIN, NOT FOUND, POM.BUCAL 1 MG 10 G x 1 (/G), PZ8

75920, AZITROMICINA MG , AZITROMICINA, AZITROMICINA, CPR REVEST 500 MG x 120, PZ8

62331, ALBENDAZOL MG , ALBENDAZOL, ALBENDAZOL, CPR MASC 400 MG x 100, PZ8

76065, ACETILCISTEINA MG , ACETILCISTEINA, ACETILCISTEINA, XAR. 40 MG 120 ML x 1 (/ML), PZ8

78230, AZITROMICINA MG , AZITROMICINA, AZITROMICINA, CPR REVEST 500 MG x 300, PZ8

71973, ACEBROFILINA MG , ACEBROFILINA, ACEBROFILINA, XAR. AD 50 MG 120 ML x 1 (/5ML), PZ8

73159, ACICLOVIR MG , ACICLOVIR, ACICLOVIR, CPR 200 MG x 10, PZ8

75268, AMOXICILINA MG , AMOXICILINA, AMOXICILINA, CAPS 500 MG x 210, PZ8

74430, AZITROMICINA MG , AZITROMICINA, AZITROMICINA, CPR REVEST 500 MG x 2, PZ8

73402, ACICLOVIR MG , ACICLOVIR, ACICLOVIR, CPR 200 MG x 450, PZ8

69827, ACETILCISTEINA MG , ACETILCISTEINA, ACETILCISTEINA, GRAN ENVELO. 200 MG 5 G x 200, PZ8

72159, ACEBROFILINA MG , ACEBROFILINA, ACEBROFILINA, XAR. PED. 25 MG 120 ML x 50 (/5ML), PZ8

71303, AC TR+S.N+GR+NI.MG , AC TR S N GR NI, NOT FOUND, POM. 30 G x 1, PZ8

72158, ACEBROFILINA MG , ACEBROFILINA, ACEBROFILINA, XAR. AD 50 MG 120 ML x 50 (/5ML), PZ8

106841, ALOPURINOL MG , ALOPURINOL, ALOPURINOL, CPR 300 MG x 80, PZ8

73166, ATENOLOL MG , ATENOLOL, ATENOLOL, CPR 50 MG x 600, PZ8

67798, AC DEXAMETASONA MG , AC DEXAMETASONA, ACETATO DEXAMETASONA, CREME 1 MG 10 G x 1 (/G), PZ8

65654, ACICLOVIR MG , ACICLOVIR, ACICLOVIR, CREME 50 MG 10 G x 1 (/G), PZ8

71974, ACEBROFILINA MG , ACEBROFILINA, ACEBROFILINA, XAR. PED. 25 MG 120 ML x 1 (/5ML), PZ8

85431, AMOXICILINA MG , AMOXICILINA, AMOXICILINA, CAPS 500 MG x 280, PZ8

68818, AC DEXAMETASONA MG , AC DEXAMETASONA, ACETATO DEXAMETASONA, CREME 1 MG 10 G x 100 (/G), PZ8

68821, ACICLOVIR MG , ACICLOVIR, ACICLOVIR, CREME 50 MG 10 G x 100 (/G), PZ8

70459, ACETILCISTEINA MG , ACETILCISTEINA, ACETILCISTEINA, GRAN ENVELO. 100 MG 5 G x 16, PZ8

71302, AC TR+S.N+GR+NI.MG , AC TR S N GR NI, NOT FOUND, CREME 30 G x 1, PZ8

79167, ACICLOVIR MG , ACICLOVIR, ACICLOVIR, CPR 200 MG x 280, PZ8

86495, ALOPURINOL MG , ALOPURINOL, ALOPURINOL, CPR 300 MG x 120, PZ8

74705, AZITROMICINA MG , AZITROMICINA, AZITROMICINA, PO P/SUSP 200 MG 15 ML x 1 (/5ML), PZ8

75068, AMOXICILINA MG , AMOXICILINA, AMOXICILINA, CAPS 500 MG x 21, PZ8

64825, ACETILCISTEINA MG , ACETILCISTEINA, ACETILCISTEINA, XAR. 20 MG 100 ML x 1 (/ML), PZ8

62332, ALBENDAZOL MG , ALBENDAZOL, ALBENDAZOL, SUSP 40 MG 10 ML x 1 (/ML), PZ8

72938, ATENOLOL MG , ATENOLOL, ATENOLOL, CPR 25 MG x 30, PZ8

74704, AZITROMICINA MG , AZITROMICINA, AZITROMICINA, CPR REVEST 1 G x 150, PZ8

74707, AZITROMICINA MG , AZITROMICINA, AZITROMICINA, CPR REVEST 500 MG x 450, PZ8

62899, AMPLOBIOTIC , AMPLOBIOTIC, NOT FOUND, CAPS 500 MG x 300, PZ8

76589, AMPICILINA MG , AMPICILINA, AMPICILINA, CAPS 500 MG x 21, PZ8

64826, ACETILCISTEINA MG , ACETILCISTEINA, ACETILCISTEINA, XAR. 20 MG 150 ML x 1 (/ML), PZ8

74706, AZITROMICINA MG , AZITROMICINA, AZITROMICINA, PO P/SUSP 200 MG 22.5 ML x 1 (/5ML, PZ8

74991, AMOXICILINA MG , AMOXICILINA, AMOXICILINA, CAPS 500 MG x 840, PZ8

72937, ATENOLOL MG , ATENOLOL, ATENOLOL, CPR 50 MG x 30, PZ8

74464, AMPICILINA MG , AMPICILINA, AMPICILINA, SUSP 250 MG 150 ML x 1 (/5ML), PZ8

166133, AZITROMICINA MG , AZITROMICINA, AZITROMICINA, CPR REVEST 500 MG x 150, PZ8

106155, AMPICILINA MG , AMPICILINA, AMPICILINA, CAPS 500 MG x 840, PZ8

69826, ACETILCISTEINA MG , ACETILCISTEINA, ACETILCISTEINA, GRAN ENVELO. 200 MG 5 G x 16, PZ8

75968, AMPICILINA MG , AMPICILINA, AMPICILINA, CAPS 500 MG x 480, PZ8

73165, ATENOLOL MG , ATENOLOL, ATENOLOL, CPR 25 MG x 600, PZ8

131343, AZITROMICINA MG , AZITROMICINA, AZITROMICINA, PO P/SUSP 900 MG 22.5 ML x 50, PZ8

73096, ACETILCISTEINA MG , ACETILCISTEINA, ACETILCISTEINA, GRAN ENVELO. 120 MG 5 G x 16, PZ8

94137, AMPICILINA MG , AMPICILINA, AMPICILINA, SUSP 50 MG 60 ML x 50 (/ML), PZ8

70460, ACETILCISTEINA MG , ACETILCISTEINA, ACETILCISTEINA, GRAN ENVELO. 100 MG 5 G x 200, PZ8

75067, AMOXICILINA MG , AMOXICILINA, AMOXICILINA, PO P/SUSP 500 MG 150 ML x 1 (/5ML), PZ8

74463, AMOXICILINA MG , AMOXICILINA, AMOXICILINA, PO P/SUSP 250 MG 150 ML x 1 (/5ML), PZ8

73160, ACICLOVIR MG , ACICLOVIR, ACICLOVIR, CPR 200 MG x 30, PZ8

85865, ACETILCISTEINA MG , ACETILCISTEINA, ACETILCISTEINA, GRAN ENVELO. 120 MG 5 G x 200, PZ8

73164, ATENOLOL MG , ATENOLOL, ATENOLOL, CPR 100 MG x 600, PZ8

74701, AMOXICILINA MG , AMOXICILINA, AMOXICILINA, PO P/SUSP 250 MG 60 ML x 1 (/5ML), PZ8

137871, ACIDO FUSIDICO MG , ACIDO FUSIDICO, ACIDO FUSIDICO, CREME 20 MG 15 G x 1 (/G), PZ8

73869, ALOPURINOL MG , ALOPURINOL, ALOPURINOL, CPR 300 MG x 500, PZ8

357, ALERGORAL , ALERGORAL, NOT FOUND, GOTAS 15 ML x 1, P_F

63205, AZITROMICINA MG , AZITROMICINA, AZITROMICINA, PO P/SUSP 600 MG 15 ML x 1, RBY

57447, AMOXICILINA MG , AMOXICILINA, AMOXICILINA, SUSP 250 MG 150 ML x 1 (/5ML), RBY

58900, AMOXI+CLAVU.POT.MG , AMOXI CLAVU POT, NOT FOUND, PO P/SUSP 125 MG 75 ML x 1 (/5M, RBY

61484, AMOXICILINA MG , AMOXICILINA, AMOXICILINA, CAPS 500 MG x 200, RBY

58348, AXETIL CEFUROXI.MG , AXETIL CEFUROXI, NOT FOUND, CPR REVEST 500 MG x 10, RBY

61938, AZITROMICINA MG , AZITROMICINA, AZITROMICINA, CPR REVEST 500 MG x 2, RBY

