144331, SUSTALIFE , SUSTALIFE, NOT FOUND, TABS ZIN LAR 500 MG x 60, A0N
62457, SIOCONAZOL , SIOCONAZOL, NOT FOUND, CPR 200 MG x 300, PZ8

67918, SULF.NEOM+BACIT.MG , SULF NEOM BACIT, NOT FOUND, POM. 15 G x 1, PZ8

78594, SECNIDAZOL MG , SECNIDAZOL, SECNIDAZOL, CPR 1000 MG x 100, PZ8

89281, SIMETICONA MG , SIMETICONA, SIMETICONA, CPR 40 MG x 80, PZ8

69666, SIMETICONA MG , SIMETICONA, SIMETICONA, CPR 40 MG x 200, PZ8

63098, SULF SALBUTAMOL MG , SULF SALBUTAMOL, NOT FOUND, XAROPE 2 MG 120 ML x 1 (/5ML), PZ8

73481, SECNIDAZOL MG , SECNIDAZOL, SECNIDAZOL, CPR 500 MG x 4, PZ8

9603, SOL GLICOSE , SOL GLICOSE, NOT FOUND, SOLN INJ. 5 % 500 ML x 1, P_F

28351, SOL FIS.CLOR.SODIO , SOL FIS CLOR SODIO, NOT FOUND, SOLN TOP/E 0.90 % 250 ML x 1, P_F

55399, SOL GLICOSE , SOL GLICOSE, NOT FOUND, SOL INJ FLEX 50 % 10 ML x 1, P_F

44732, SOL RINGER LACTATO , SOL RINGER LACTATO, NOT FOUND, SOLN INJ. 500 ML x 1, P_F

44463, SULFATO MAGNESIO , SULFATO MAGNESIO, SULFATO MAGNESIO DI-HIDRATADO, AMP 1MEQ 10 ML x 1 (/ML), P_F

27675, SOL GLICOSE , SOL GLICOSE, NOT FOUND, SOLN INJ. 5 % 250 ML x 1, P_F

9588, SOL FIS.CLOR.SODIO , SOL FIS CLOR SODIO, NOT FOUND, SOLN TOP/E 0.90 % 500 ML x 1, P_F

76380, SOL GLICOSE , SOL GLICOSE, NOT FOUND, SOLN INJ. 50 % 10 ML x 250, P_F

68624, SINVASTATINA MG , SINVASTATINA, SINVASTATINA, CPR 40 MG x 30, RBY

57562, SINVASTATINA MG , SINVASTATINA, SINVASTATINA, CPR 20 MG x 30, RBY

63020, SECNIDAZOL MG , SECNIDAZOL, SECNIDAZOL, CPR 1 G x 4, RBY

57563, SINVASTATINA MG , SINVASTATINA, SINVASTATINA, CPR 40 MG x 10, RBY

63019, SECNIDAZOL MG , SECNIDAZOL, SECNIDAZOL, CPR 1 G x 2, RBY

57560, SINVASTATINA MG , SINVASTATINA, SINVASTATINA, CPR 10 MG x 30, RBY

57558, SINVASTATINA MG , SINVASTATINA, SINVASTATINA, CPR 5 MG x 30, RBY

60956, SINVASTATINA MG , SINVASTATINA, SINVASTATINA, CPR 80 MG x 10, RBY

68625, SINVASTATINA MG , SINVASTATINA, SINVASTATINA, CPR 80 MG x 30, RBY

57559, SINVASTATINA MG , SINVASTATINA, SINVASTATINA, CPR 10 MG x 10, RBY

34052, SOL GLICOSE , SOL GLICOSE, NOT FOUND, SOLN INJ. 5 % 1000 ML x 1, SAO

75259, SOL CLORETO SODIO , SOL CLORETO SODIO, NOT FOUND, SOLN INJ. 0.90 % 500 ML x 20, SAO

34051, SOL GLICOSE , SOL GLICOSE, NOT FOUND, SOLN INJ. 5 % 500 ML x 1, SAO

65513, SOL ENEMA GLICERIN , SOL ENEMA GLICERIN, NOT FOUND, SOLN 12 % 250 ML x 1, SAO

55910, SOL RINGER LACTATO , SOL RINGER LACTATO, NOT FOUND, SOLN INJ. 500 ML x 1, SAO

76620, SOL CLORETO SODIO , SOL CLORETO SODIO, NOT FOUND, BOLSA S/F 0.90 % 500 ML x 20, SAO

34054, SOL CLORETO SODIO , SOL CLORETO SODIO, NOT FOUND, SOLN INJ. 0.90 % 500 ML x 1, SAO

76952, SOL GLICOSE , SOL GLICOSE, NOT FOUND, SOL INJ S/F 5 % 500 ML x 20, SAO

76621, SOL CLORETO SODIO , SOL CLORETO SODIO, NOT FOUND, BOLSA S/F 0.90 % 1000 ML x 12, SAO

75260, SOL CLORETO SODIO , SOL CLORETO SODIO, NOT FOUND, SOLN INJ. 0.90 % 1000 ML x 12, SAO

34050, SOL CLORETO SODIO , SOL CLORETO SODIO, NOT FOUND, SOLN INJ. 0.90 % 1000 ML x 1, SAO

73854, SOL ENEMA GLICERIN , SOL ENEMA GLICERIN, NOT FOUND, SOLN 12 % 250 ML x 40, SAO

74488, SOL GLIC.FISIOLOG. , SOL GLIC FISIOLOG, NOT FOUND, SOLN INJ. 1000 ML x 12, SAO

74487, SOL GLIC.FISIOLOG. , SOL GLIC FISIOLOG, NOT FOUND, SOLN INJ. 500 ML x 20, SAO

78371, SOL GLICOSE , SOL GLICOSE, NOT FOUND, SOLN INJ. 5 % 1000 ML x 12, SAO

77222, SOL CLORETO SODIO , SOL CLORETO SODIO, NOT FOUND, BOLSA S/F 0.90 % 250 ML x 40, SAO

50779, SOL GLICOSE , SOL GLICOSE, NOT FOUND, SOLN INJ. 5 % 250 ML x 1, SAO

75261, SOL CLORETO SODIO , SOL CLORETO SODIO, NOT FOUND, SOLN INJ. 0.90 % 10 ML x 200, SAO

77224, SOL GLICOSE , SOL GLICOSE, NOT FOUND, SOL.BOL.S/F 5 % 250 ML x 40, SAO

71290, SOL RINGER , SOL RINGER, NOT FOUND, SOLN INJ. 500 ML x 20, SAO

65514, SOL GLIC.FISIOLOG. , SOL GLIC FISIOLOG, NOT FOUND, SOLN INJ. 250 ML x 1, SAO

78372, SOL RINGER , SOL RINGER, NOT FOUND, BOL INJ. S/F 500 ML x 20, SAO

73855, SOL ENEMA GLICERIN , SOL ENEMA GLICERIN, NOT FOUND, SOLN 12 % 500 ML x 24, SAO

77221, SOL CLORETO SODIO , SOL CLORETO SODIO, NOT FOUND, BOLSA S/F 0.90 % 100 ML x 80, SAO

65512, SOL CLORETO SODIO , SOL CLORETO SODIO, NOT FOUND, SOLN INJ. 0.90 % 125 ML x 1, SAO

65515, SOL GLICOSE , SOL GLICOSE, NOT FOUND, SOLN INJ. 10 % 500 ML x 1, SAO

74486, SOL GLIC.FISIOLOG. , SOL GLIC FISIOLOG, NOT FOUND, SOLN INJ. 250 ML x 40, SAO

75994, SOL RINGER LACTATO , SOL RINGER LACTATO, NOT FOUND, SOLN INJ S/F 500 ML x 20, SAO

73485, SOL RINGER LACTATO , SOL RINGER LACTATO, NOT FOUND, SOLN INJ. 1000 ML x 12, SAO

34053, SOL CLORETO SODIO , SOL CLORETO SODIO, NOT FOUND, SOLN INJ. 0.90 % 250 ML x 1, SAO

47110, SOL ENEMA GLICERIN , SOL ENEMA GLICERIN, NOT FOUND, SOLN 12 % 500 ML x 1, SAO

75258, SOL CLORETO SODIO , SOL CLORETO SODIO, NOT FOUND, SOLN INJ. 0.90 % 250 ML x 40, SAO

60521, SINVASTATINA MG , SINVASTATINA, SINVASTATINA, CPR REVEST 20 MG x 10, SDZ

65145, SINVASTACOR , SINVASTACOR, NOT FOUND, CPR REVEST 40 MG x 10, SDZ

74302, SINVASTATINA MG , SINVASTATINA, SINVASTATINA, CPR REVEST 20 MG x 60, SDZ

68129, SINVASTACOR , SINVASTACOR, NOT FOUND, CPR REVEST 40 MG x 30, SDZ

76513, SIMETICONA MG , SIMETICONA, SIMETICONA, GOTAS 75 MG 15 ML x 1 (/ML), SDZ

59739, SULFAMET+TRIMET.MG , SULFAMET TRIMET, NOT FOUND, CPR 800 MG x 10 (/160), SDZ

76379, SIMETICONA MG , SIMETICONA, SIMETICONA, CPR 40 MG x 20, SDZ

59119, STUGERINA , STUGERINA, NOT FOUND, CPR BLISTER 75 MG x 30, SDZ

123874, SIMETICONA MG , SIMETICONA, SIMETICONA, CAPS 125 MG x 10, SDZ

58062, SINVASTACOR , SINVASTACOR, NOT FOUND, CPR REVEST 5 MG x 30, SDZ

160375, SECNIDAZOL MG , SECNIDAZOL, SECNIDAZOL, CPR 1000 MG x 4, SDZ

63850, SINVASTATINA MG , SINVASTATINA, SINVASTATINA, CPR REVEST 5 MG x 30, SDZ

77981, SINVASTATINA MG , SINVASTATINA, SINVASTATINA, CPR REVEST 80 MG x 10, SDZ

60519, SINVASTATINA MG , SINVASTATINA, SINVASTATINA, CPR REVEST 10 MG x 10, SDZ

58064, SINVASTACOR , SINVASTACOR, NOT FOUND, CPR REVEST 20 MG x 30, SDZ

71622, SINVASTATINA MG , SINVASTATINA, SINVASTATINA, CPR REVEST 40 MG x 30, SDZ

75256, SINVASTACOR , SINVASTACOR, NOT FOUND, CPR REVEST 20 MG x 60, SDZ

77982, SINVASTATINA MG , SINVASTATINA, SINVASTATINA, CPR REVEST 80 MG x 30, SDZ

63849, SINVASTATINA MG , SINVASTATINA, SINVASTATINA, CPR REVEST 10 MG x 30, SDZ

61530, SECNIHEXAL , SECNIHEXAL, NOT FOUND, CPR 1 G x 4, SDZ

63852, SINVASTATINA MG , SINVASTATINA, SINVASTATINA, CPR REVEST 40 MG x 10, SDZ

63851, SINVASTATINA MG , SINVASTATINA, SINVASTATINA, CPR REVEST 20 MG x 30, SDZ

78323, SULFAMET+TRIMET.MG , SULFAMET TRIMET, NOT FOUND, CPR 400 MG x 20 (/80), SDZ

160374, SECNIDAZOL MG , SECNIDAZOL, SECNIDAZOL, CPR 1000 MG x 2, SDZ

58063, SINVASTACOR , SINVASTACOR, NOT FOUND, CPR REVEST 10 MG x 30, SDZ

61529, SECNIHEXAL , SECNIHEXAL, NOT FOUND, CPR 1 G x 2, SDZ

78146, SINVASTACOR , SINVASTACOR, NOT FOUND, CPR REVEST 80 MG x 30, SDZ

60422, SIFASS , SIFASS, NOT FOUND, CPR 500 MG x 100 (ADLT), SIN

62992, SIFSEX , SIFSEX, NOT FOUND, CPR 40 MG x 2, SIN

60421, SIFASS , SIFASS, NOT FOUND, CPR 100 MG x 200 (INF), SIN

75602, SIFDICLOP , SIFDICLOP, NOT FOUND, DRAG 50 MG x 20, SIN

62993, SIFSEX , SIFSEX, NOT FOUND, CPR 40 MG x 4, SIN

74090, SANTROPINA , SANTROPINA, NOT FOUND, AMP. 0.50 MG 2 ML x 100, SIS

74089, SANTROPINA , SANTROPINA, NOT FOUND, AMP. 0.25 MG 1 ML x 100, SIS

74082, SANTIDOR , SANTIDOR, NOT FOUND, AMP. 500 MG 2 ML x 100 (/ML), SIS

74070, SANTIAZEPAM , SANTIAZEPAM, NOT FOUND, CPR 10 MG x 1000, SIS

74072, SANTIAZEPAM , SANTIAZEPAM, NOT FOUND, AMP. 10 MG 1 ML x 100, SIS

74073, SANTIAZEPAM , SANTIAZEPAM, NOT FOUND, CPR 5 MG x 1000, SIS

74068, SANPRONOL , SANPRONOL, NOT FOUND, CPR 10 MG x 500, SNV

66375, SINVASTON , SINVASTON, NOT FOUND, CPR REVEST 10 MG x 30, SNV

73908, SULFIRAM MG , SULFIRAM, SULFIRAM, SOLN TOP. 25 % 100 ML x 1, SNV

53527, SULONIL , SULONIL, NOT FOUND, CPR 100 MG x 12, SNV

76537, SULF.NEOM+BACIT.MG , SULF NEOM BACIT, NOT FOUND, POM. 15 G x 1, SNV

54277, SULONIL , SULONIL, NOT FOUND, GOTAS 50 MG 15 ML x 1 (/ML), SNV

74069, SANPRONOL , SANPRONOL, NOT FOUND, CPR 20 MG x 500, SNV

69629, SINVASTON , SINVASTON, NOT FOUND, CPR REVEST 40 MG x 30, SNV

49051, SANPRONOL , SANPRONOL, NOT FOUND, CPR 40 MG x 40, SNV

71793, SINVASTON , SINVASTON, NOT FOUND, CPR REVEST 40 MG x 500, SNV

71792, SINVASTON , SINVASTON, NOT FOUND, CPR REVEST 10 MG x 500, SNV

67590, SINVASTON , SINVASTON, NOT FOUND, CPR REVEST 40 MG x 10, SNV

66377, SINVASTON , SINVASTON, NOT FOUND, CPR REVEST 20 MG x 30, SNV

73237, SULONIL , SULONIL, NOT FOUND, CPR 100 MG x 600, SNV

67686, SANPRONOL , SANPRONOL, NOT FOUND, CPR 40 MG x 500, SNV

71791, SINVASTON , SINVASTON, NOT FOUND, CPR REVEST 20 MG x 500, SNV

50208, SOLUGEL , SOLUGEL, NOT FOUND, GEL. 4 % 45 G x 1, STF

68587, SPECTRABAN , SPECTRABAN, NOT FOUND, GEL FPS20 100 ML x 1, STF

78324, SPECTRABAN T , SPECTRABAN T, NOT FOUND, F CB TRA F35 60 G x 1, STF

71684, SPECTRABAN , SPECTRABAN, NOT FOUND, LOC.KIDS F30 100 ML x 1, STF

85929, SPECTRABAN , SPECTRABAN, NOT FOUND, LO.ULT FPS30 120 ML x 1, STF

47296, STIEFCORTIL , STIEFCORTIL, NOT FOUND, POM. 1 % 30 G x 1, STF

68019, SPECTRABAN , SPECTRABAN, NOT FOUND, LOC ULT 100 ML x 1, STF

76909, SPECTRABAN T , SPECTRABAN T, NOT FOUND, KIT SPECT.BC x 1, STF

47295, STIEFCORTIL , STIEFCORTIL, NOT FOUND, CREME 1 % 30 G x 1, STF

60079, SUNMAX , SUNMAX, NOT FOUND, G.AQUA FPS20 60 ML x 1, STF

47956, STIEFCORTIL , STIEFCORTIL, NOT FOUND, LOC.CAPILAR 1 % 60 ML x 1, STF

120479, SUNMAX , SUNMAX, NOT FOUND, LOC A/I F70 60 ML x 1, STF

123879, SUNMAX , SUNMAX, NOT FOUND, G C A I F30 60 G x 1, STF

74745, SPECTRABAN T , SPECTRABAN T, NOT FOUND, CBC BM FPS39 10 G x 1, STF

46719, SHAMPOO ZN , SHAMPOO ZN, NOT FOUND, XAMP 120 ML x 1, STF

92112, SPECTRABAN T , SPECTRABAN T, NOT FOUND, KIT BC+NEC x 1, STF

56776, STIPROX , STIPROX, NOT FOUND, XAMP 100 ML x 1, STF

47957, STIEMYCIN , STIEMYCIN, NOT FOUND, SOLN TOP. 2 % 120 ML x 1, STF

64439, STIPROXAL , STIPROXAL, NOT FOUND, XAMP 120 ML x 1, STF

48495, STIEMYCIN , STIEMYCIN, NOT FOUND, GEL. 2 % 60 G x 1, STF

112615, SUNMAX , SUNMAX, NOT FOUND, FLUID OC F30 50 ML x 1, STF

72447, SUNMAX , SUNMAX, NOT FOUND, G.CR.I FPS60 60 G x 1, STF

131503, SUNMAX , SUNMAX, NOT FOUND, K S 60G+S FA 60 G x 1, STF

60080, SUNMAX , SUNMAX, NOT FOUND, LOC.JR FPS35 60 ML x 1, STF

123880, SUNMAX , SUNMAX, NOT FOUND, LF AI RC F65 200 ML x 1, STF

123883, SUNMAX , SUNMAX, NOT FOUND, GEL A I F65 90 ML x 1, STF

51721, SPECTRABAN , SPECTRABAN, NOT FOUND, SPRAY FPS20 120 ML x 1, STF

123876, SPECTRABAN , SPECTRABAN, NOT FOUND, G C CORP F30 160 G x 1, STF

47381, SHAMPOO ZN , SHAMPOO ZN, NOT FOUND, XAMP 200 ML x 1, STF

96883, SUNMAX , SUNMAX, NOT FOUND, GC AC OC F30 60 G x 1, STF

76908, SPECTRABAN T , SPECTRABAN T, NOT FOUND, KIT SPECT.BM x 1, STF

47641, SPECTRABAN T , SPECTRABAN T, NOT FOUND, LOC. 60 ML x 1, STF

73139, SPECTRABAN T , SPECTRABAN T, NOT FOUND, F C/BBC FP35 60 G x 1, STF

76624, SUNMAX , SUNMAX, NOT FOUND, GEL FPS30 120 ML x 1, STF

75670, SUNMAX , SUNMAX, NOT FOUND, L.FLU FPS60 60 G x 1, STF

74353, SUNMAX , SUNMAX, NOT FOUND, L.C/BC FPS35 60 ML x 1, STF

51719, SPECTRABAN , SPECTRABAN, NOT FOUND, GEL FPS20 60 ML x 1, STF

106156, SUNMAX , SUNMAX, NOT FOUND, FLUIDO 240 ML x 1, STF

123884, SUNMAX , SUNMAX, NOT FOUND, STICK F15 5 G x 1, STF

76576, SUNMAX , SUNMAX, NOT FOUND, L F CSBC F35 60 G x 1, STF

85916, SPECTRABAN , SPECTRABAN, NOT FOUND, LO.ULT FPS30 60 G x 1, STF

85667, SUNMAX , SUNMAX, NOT FOUND, G C S FA F30 160 G x 1, STF

56644, SOLUGEL , SOLUGEL, NOT FOUND, GEL PLUS 8 % 45 G x 1, STF

78325, SPECTRABAN T , SPECTRABAN T, NOT FOUND, F CBBEXC F35 60 G x 1, STF

76577, SUNMAX , SUNMAX, NOT FOUND, L F CSBM F35 60 G x 1, STF

51119, SASTID , SASTID, NOT FOUND, SABAO 100 G x 1, STF

58448, SUNMAX , SUNMAX, NOT FOUND, CR.BIS.FPS60 60 G x 1, STF

76623, SUNMAX , SUNMAX, NOT FOUND, LO FLU FPS60 120 ML x 1, STF

76381, SPECTRABAN T , SPECTRABAN T, NOT FOUND, PO CBC FPS39 10 G x 1, STF

51720, SPECTRABAN , SPECTRABAN, NOT FOUND, LO.ULT FPS30 60 ML x 1, STF

73140, SPECTRABAN T , SPECTRABAN T, NOT FOUND, F C/BBM FP35 60 G x 1, STF

69204, SUNMAX , SUNMAX, NOT FOUND, L.CO/B FPS30 60 ML x 1, STF

74380, STIPROX , STIPROX, NOT FOUND, XAMP 1.50 % 120 ML x 1, STF

46965, SPECTRABAN , SPECTRABAN, NOT FOUND, BA.LAB.FPS15 5 G x 1, STF

51122, STIEFDERM , STIEFDERM, NOT FOUND, SABAO 100 G x 1, STF

131496, SUNMAX , SUNMAX, NOT FOUND, K AC OC F30 60 G x 2, STF

69203, SUNMAX , SUNMAX, NOT FOUND, G.CR.S.FPS30 60 G x 1, STF

123878, SPECTRABAN , SPECTRABAN, NOT FOUND, L F CORP F50 120 ML x 1, STF

78626, SPECTRABAN , SPECTRABAN, NOT FOUND, LOC.FPS50 60 G x 1, STF

33166, SASTID , SASTID, NOT FOUND, XAMP 120 ML x 1, STF

58449, SUNMAX , SUNMAX, NOT FOUND, GEL FPS30 60 ML x 1, STF

67883, SPECTRABAN T , SPECTRABAN T, NOT FOUND, LOC. 100 ML x 1, STF

92115, SPECTRABAN T , SPECTRABAN T, NOT FOUND, KIT BM+NEC x 1, STF

73790, SUNMAX , SUNMAX, NOT FOUND, L.C/BM FPS35 60 ML x 1, STF

52052, STILNOX , STILNOX, NOT FOUND, CPR 10 MG x 10, S_A

46837, SUPERAN , SUPERAN, NOT FOUND, AMP. 50 MG 2 ML x 6, S_A

29966, SILENCIUM , SILENCIUM, NOT FOUND, PASTILLAS x 20, S_A

75433, SULF.HIDROXICLO MG , SULF HIDROXICLO, NOT FOUND, CPR REVEST 400 MG x 30, S_A

9503, SILENCIUM , SILENCIUM, NOT FOUND, XAROPE 100 ML x 1, S_A

47382, SOCIAN , SOCIAN, NOT FOUND, CPR 50 MG x 20, S_A

53060, SOCIAN 200 , SOCIAN 200, NOT FOUND, CPR 200 MG x 20, S_A

80050, STILNOX CR , STILNOX CR, NOT FOUND, CPR 12.5 MG x 20, S_A

50666, SECNIDAL , SECNIDAL, NOT FOUND, SUSP EXT. 30 MG 30 ML x 1 (/ML), S_A

55394, SECNIDAL , SECNIDAL, NOT FOUND, CPR 1000 MG x 4, S_A

76488, SIMETICONA MG , SIMETICONA, SIMETICONA, CPR 40 MG x 20, S_A

9490, SETUX , SETUX, NOT FOUND, SUSP 100 ML x 1, S_A

50668, STILNOX , STILNOX, NOT FOUND, CPR 10 MG x 20, S_A

49253, SABRIL , SABRIL, NOT FOUND, CPR 500 MG x 60, S_A

46718, SECNIDAL , SECNIDAL, NOT FOUND, CPR 500 MG x 4, S_A

30838, SULPAN , SULPAN, NOT FOUND, CAPS x 20, S_A

46839, SUPERAN , SUPERAN, NOT FOUND, GOTAS 12 MG 30 ML x 1 (/ML), S_A

73579, SECNIDAZOL MG , SECNIDAZOL, SECNIDAZOL, CPR REVEST 1000 MG x 2, S_A

51722, SUPREFACT DEPOT , SUPREFACT DEPOT, NOT FOUND, J.SC IMP 6.30 MG x 1, S_A

48132, SYLADOR , SYLADOR, NOT FOUND, AMP. 50 MG 1 ML x 6, S_A

73580, SECNIDAZOL MG , SECNIDAZOL, SECNIDAZOL, CPR REVEST 1000 MG x 4, S_A

50665, SECNIDAL , SECNIDAL, NOT FOUND, SUSP EXT. 30 MG 15 ML x 1 (/ML), S_A

49667, SYLADOR , SYLADOR, NOT FOUND, AMP. 100 MG x 6, S_A

46838, SUPERAN , SUPERAN, NOT FOUND, CPR 50 MG x 20, S_A

48133, SYLADOR , SYLADOR, NOT FOUND, CPR 50 MG x 10, S_A

48134, SYLADOR , SYLADOR, NOT FOUND, SOLN 50 MG 10 ML x 1 (/ML), S_A

52048, SECNIDAL , SECNIDAL, NOT FOUND, CPR 1000 MG x 2, S_A

80051, STILNOX CR , STILNOX CR, NOT FOUND, CPR 6.25 MG x 20, S_A

60643, SERENATA , SERENATA, NOT FOUND, CPR REVEST 50 MG x 20, TNT

77110, SERENATA , SERENATA, NOT FOUND, CPR REVEST 50 MG x 30, TNT

73367, SLENFIG , SLENFIG, NOT FOUND, CAPS 10 MG x 30, TNT

73369, SLENFIG , SLENFIG, NOT FOUND, CAPS 15 MG x 30, TNT

66335, SYGEN , SYGEN, NOT FOUND, AMP. 100 MG 5 ML x 1, TPQ

50007, SINAXIAL , SINAXIAL, NOT FOUND, A.IM 40 MG 2 ML x 5, TPQ

48317, SYGEN , SYGEN, NOT FOUND, F.AMP 100 MG 5 ML x 1, TPQ

95234, SIMETICONA MG , SIMETICONA, SIMETICONA, CAPS 125 MG x 90, TTB

56229, SULF SALBUTAMOL MG , SULF SALBUTAMOL, NOT FOUND, XAROPE 2 MG 120 ML x 1 (/5ML), TTB

58065, SULFAMET+TRIMET.MG , SULFAMET TRIMET, NOT FOUND, CPR 400 MG x 20 (/80), TTB

68438, SECNIDAZOL MG , SECNIDAZOL, SECNIDAZOL, CPR 1 G x 2, TTB

53170, SEDILAX , SEDILAX, NOT FOUND, CPR x 30, TTB

76094, SULFAMET+TRIMET.MG , SULFAMET TRIMET, NOT FOUND, CPR 400 MG x 100 (/80), TTB

77908, SULFAMET+TRIMET.MG , SULFAMET TRIMET, NOT FOUND, CPR 800 MG x 10 (/160), TTB

98685, SEDALEX , SEDALEX, NOT FOUND, SOLN ORAL 20 ML x 1, TTB

73700, SOROLIV ADULTO , SOROLIV ADULTO, NOT FOUND, SOLN NASAL 30 ML x 1, TTB

73679, SIMETICONA MG , SIMETICONA, SIMETICONA, GOTAS 75 MG 15 ML x 1 (/ML), TTB

53169, SEDALGINA , SEDALGINA, NOT FOUND, DRAG x 200, TTB

87182, SEDILAX , SEDILAX, NOT FOUND, CPR x 15, TTB

101298, SEGURDENT , SEGURDENT, NOT FOUND, CR ADES DENT 48 G x 1, TTB

75161, SULFAMET+TRIMET.MG , SULFAMET TRIMET, NOT FOUND, SUSP 240 MG 100 ML x 50 (/5ML), TTB

53167, SEDALEX , SEDALEX, NOT FOUND, CPR x 200, TTB

98684, SEDALGINA , SEDALGINA, NOT FOUND, DRAG x 60, TTB

78943, SEDALEX , SEDALEX, NOT FOUND, CPR x 30, TTB

87180, SEDILAX , SEDILAX, NOT FOUND, CPR x 4, TTB

53168, SEDALEX , SEDALEX, NOT FOUND, SOLN ORAL 15 ML x 1, TTB

78263, SORRIAH , SORRIAH, NOT FOUND, LIQ.COOL MIN 250 ML x 1, TTB

53899, SOROLIV , SOROLIV, NOT FOUND, SOLN NASAL 30 ML x 1, TTB

75255, SIMETICONA MG , SIMETICONA, SIMETICONA, CPR 40 MG x 20, TTB

80512, SOROLIV , SOROLIV, NOT FOUND, SOLN NA HP 3 % 60 ML x 1, TTB

75771, SULF.NEOM+BACIT.MG , SULF NEOM BACIT, NOT FOUND, POM. 50 G x 1, TTB

71090, SEDALEX , SEDALEX, NOT FOUND, CPR x 240, TTB

51442, SEDALGINA , SEDALGINA, NOT FOUND, DRAG x 20, TTB

112805, SEDALGINA , SEDALGINA, NOT FOUND, DRAG x 30, TTB

68439, SECNIDAZOL MG , SECNIDAZOL, SECNIDAZOL, CPR 1 G x 4, TTB

69237, SEDILAX , SEDILAX, NOT FOUND, CPR x 200, TTB

87183, SIMETICONA MG , SIMETICONA, SIMETICONA, CPR 40 MG x 100, TTB

75468, SULF SALBUTAMOL MG , SULF SALBUTAMOL, NOT FOUND, XAROPE 2 MG 120 ML x 50 (/5ML), TTB

95202, SEGURDENT , SEGURDENT, NOT FOUND, CR ADES DENT 40 G x 1, TTB

75772, SULF.NEOM+BACIT.MG , SULF NEOM BACIT, NOT FOUND, POM. 15 G x 50, TTB

85688, SORRIAH , SORRIAH, NOT FOUND, LIQ TRAD 250 ML x 1, TTB

70014, SULF AMICACINA MG , SULF AMICACINA, NOT FOUND, F.AMP 250 MG 2 ML x 50 (/ML), TTB

101297, SEGURDENT , SEGURDENT, NOT FOUND, CR ADE MENTA 40 G x 1, TTB

75996, SULF AMICACINA MG , SULF AMICACINA, NOT FOUND, F.AMP 50 MG 2 ML x 50 (/ML), TTB

75467, SULFAMET+TRIMET.MG , SULFAMET TRIMET, NOT FOUND, SUSP 240 MG 50 ML x 50 (/5ML), TTB

95200, SEGURDENT , SEGURDENT, NOT FOUND, CR ADES DENT 20 G x 1, TTB

75770, SULF.NEOM+BACIT.MG , SULF NEOM BACIT, NOT FOUND, POM. 15 G x 1, TTB

74087, SIMETICONA MG , SIMETICONA, SIMETICONA, GOTAS 75 MG 10 ML x 200 (/ML), TTB

78264, SORRIAH , SORRIAH, NOT FOUND, LIQ MENTA 250 ML x 1, TTB

95203, SEGURDENT , SEGURDENT, NOT FOUND, PO ADES DENT 20 G x 1, TTB

92530, SIMETICONA MG , SIMETICONA, SIMETICONA, CAPS 125 MG x 10, TTB

63055, SULFAMET+TRIMET.MG , SULFAMET TRIMET, NOT FOUND, SUSP 240 MG 100 ML x 1 (/5ML), TTB

56228, STRESSAN , STRESSAN, NOT FOUND, CPR REVEST 600 MG x 30, TTB

75221, SOL GLICOCLORETADA , SOL GLICOCLORETADA, NOT FOUND, S INJ S/F BO 500 ML x 30, TXX

75607, SOL GLICOSE , SOL GLICOSE, NOT FOUND, SOL INJ BOLS 5 % 1000 ML x 16, TXX

77223, SOL CLORETO SODIO , SOL CLORETO SODIO, NOT FOUND, S INJ S/F BO 0.90 % 100 ML x 72, TXX

75466, SOL RINGER LACTATO , SOL RINGER LACTATO, NOT FOUND, SOLN INJ. 500 ML x 30, TXX

74790, SOL CLORETO SODIO , SOL CLORETO SODIO, NOT FOUND, SOLN INJ. 0.90 % 500 ML x 30, TXX

74791, SOL CLORETO SODIO , SOL CLORETO SODIO, NOT FOUND, SOLN INJ. 0.90 % 1000 ML x 15, TXX

75320, SOL MANITOL , SOL MANITOL, NOT FOUND, SOLN INJ. 20 % 250 ML x 1, TXX

75606, SOL GLICOSE , SOL GLICOSE, NOT FOUND, SOL INJ BOLS 5 % 500 ML x 30, TXX

77622, SOL CLORETO SODIO , SOL CLORETO SODIO, NOT FOUND, BOLSA S/F 0.90 % 1000 ML x 16, TXX

67418, SILGLOS , SILGLOS, NOT FOUND, CREME 10 MG 30 G x 1 (/G), U_Q

54351, SUCCINIL COLIN , SUCCINIL COLIN, NOT FOUND, F.AMP LIOF 100 MG x 1, U_Q

50897, SCALID , SCALID, NOT FOUND, CPR 100 MG x 12, U_Q

71591, SULFATO TERBUTA.MG , SULFATO TERBUTA, SULFATO TERBUTALINA, AMP. 0.50 MG 1 ML x 6, U_Q

76344, STANDOR , STANDOR, NOT FOUND, CPR 500 MG x 24, U_Q

